Date,Open,High,Low,Close,Volume,Market Cap
2017-07-25,0.115203,0.11584100000000001,0.101531,0.10587,145269,10587000
2017-07-26,0.105893,0.10901300000000001,0.099266,0.10513800000000001,200395,10513800
2017-07-27,0.105108,0.10847899999999999,0.100888,0.10773699999999999,344499,10773700
2017-07-28,0.10763199999999999,0.109019,0.10147300000000001,0.104067,342568,10406700
2017-07-29,0.104782,0.11126400000000002,0.101108,0.10781099999999999,340218,10781100
2017-07-30,0.10793499999999999,0.10813800000000001,0.10316199999999999,0.10641400000000001,224261,10641400
2017-07-31,0.10682799999999999,0.108349,0.1016,0.10425,240309,10425000
2017-08-01,0.10459500000000001,0.10626600000000001,0.096109,0.099867,300413,9986680
2017-08-02,0.099721,0.101211,0.097361,0.100452,256793,10045200
2017-08-03,0.100328,0.106978,0.09912,0.106642,293008,10664200
2017-08-04,0.10668499999999999,0.10775599999999999,0.102699,0.107494,287621,10749400
2017-08-05,0.107418,0.144653,0.10707,0.128871,542878,12887100
2017-08-06,0.12929300000000002,0.13298800000000002,0.12738,0.130999,393681,13099900
2017-08-07,0.133958,0.149765,0.1333,0.148848,748177,14884800
2017-08-08,0.148998,0.226925,0.147766,0.224421,2617340,22442100
2017-08-09,0.224748,0.260625,0.222158,0.242912,3075320,24291200
2017-08-10,0.251827,0.349976,0.245052,0.349079,4118070,34907900
2017-08-11,0.348785,0.409654,0.311067,0.392572,4413920,39257200
2017-08-12,0.39219299999999996,0.475992,0.337589,0.44636499999999996,5080760,44636500
2017-08-13,0.44598999999999994,1.02,0.44598999999999994,0.876828,13852100,87682800
2017-08-14,0.8729180000000001,1.46,0.7357640000000001,1.3,51698100,129557000
2017-08-15,1.33,1.38,0.923372,1.06,19824400,105655000
2017-08-16,1.12,1.45,1.08,1.44,31363100,143724000
2017-08-17,1.44,2.11,1.32,1.97,61296500,196715000
2017-08-18,1.93,2.75,1.89,2.38,69048000,238400000
2017-08-19,2.33,2.33,1.82,2.09,43391300,209337000
2017-08-20,2.11,2.69,2.08,2.5,65350400,250258000
2017-08-21,2.43,2.91,2.43,2.7,72000600,270111000
2017-08-22,2.72,2.72,2.22,2.49,52091300,248527000
2017-08-23,2.47,2.96,2.47,2.58,64925100,258043000
2017-08-24,2.63,2.66,2.28,2.38,45080400,237932000
2017-08-25,2.39,2.73,2.39,2.5,49977600,249687000
2017-08-26,2.53,2.54,1.96,2.17,26690700,216936000
2017-08-27,2.18,2.31,1.86,2.01,17214900,200519000
2017-08-28,2.02,2.17,1.96,2.04,15413900,204290000
2017-08-29,2.11,2.33,1.99,2.33,20372000,232758000
2017-08-30,2.28,2.37,2.09,2.35,24830000,235005000
2017-08-31,2.33,2.41,2.2,2.2,20214800,220379000
2017-09-01,2.2,2.39,2.12,2.38,20990700,238417000
2017-09-02,2.5,2.85,1.72,1.99,22995400,199268000
2017-09-03,1.93,2.02,1.42,1.58,11662000,157580000
2017-09-04,1.58,1.58,0.61301,1.05,20075100,104957000
2017-09-05,1.03,1.12,0.740622,0.973716,9453770,97371600
2017-09-06,0.9905209999999999,1.17,0.7355,1.09,14279400,108614000
2017-09-07,1.03,1.51,0.9567450000000001,1.37,15442300,136622000
2017-09-08,1.4,1.4,0.946601,1.01,9872850,100683000
2017-09-09,1.01,1.03,0.8630610000000001,0.989301,4011510,98930100
2017-09-10,0.9820780000000001,1.0,0.8523850000000001,0.942159,3257430,94215900
2017-09-11,0.9491860000000001,1.1,0.902,1.03,5167180,102581000
2017-09-12,1.03,1.21,0.987632,1.04,7213490,103568000
2017-09-13,1.04,1.04,0.8802409999999999,0.937204,2780700,93720400
2017-09-14,0.9378700000000001,0.950177,0.673482,0.678784,3134360,67878400
2017-09-15,0.683305,0.849217,0.526755,0.799709,4625680,79970900
2017-09-16,0.808056,0.9271969999999999,0.746113,0.804198,2829570,80419800
2017-09-17,0.803423,0.814797,0.733745,0.789589,1273640,78958900
2017-09-18,0.789565,0.9370290000000001,0.787604,0.9092020000000001,3717860,90920200
2017-09-19,0.9073979999999999,0.9091319999999999,0.7876529999999999,0.802425,2888420,80242500
2017-09-20,0.815032,0.816384,0.743676,0.7478899999999999,2536950,74789000
2017-09-21,0.764013,0.781775,0.684281,0.70214,2238040,70214000
2017-09-22,0.698871,0.740154,0.6832600000000001,0.715893,2099500,71589300
2017-09-23,0.7171960000000001,0.7774,0.707845,0.770965,2276080,77096500
2017-09-24,0.775804,0.788347,0.736221,0.7832680000000001,2402720,78326800
2017-09-25,0.7842439999999999,0.9365680000000001,0.773316,0.9170590000000001,3695220,91705900
2017-09-26,0.9189219999999999,0.940082,0.8592120000000001,0.8607469999999999,3460160,86074700
2017-09-27,0.855698,1.2,0.855698,1.14,8394020,114366000
2017-09-28,1.15,1.43,1.15,1.38,13944300,137788000
2017-09-29,1.37,1.37,1.14,1.27,8474270,126624000
2017-09-30,1.27,1.31,1.23,1.28,6194570,128358000
2017-10-01,1.28,1.53,1.26,1.53,9043600,152653000
2017-10-02,1.53,1.98,1.51,1.96,19367700,196467000
2017-10-03,1.97,2.03,1.67,1.82,14411500,182070000
2017-10-04,1.85,1.86,1.52,1.6,7227750,160148000
2017-10-05,1.63,1.74,1.42,1.68,7503500,167849000
2017-10-06,1.68,1.71,1.53,1.58,6076260,157991000
2017-10-07,1.61,1.61,1.5,1.58,5578780,158425000
2017-10-08,1.58,1.6,1.22,1.22,4515300,121723000
2017-10-09,1.21,1.58,1.21,1.4,9667100,140378000
2017-10-10,1.43,1.47,1.34,1.39,6912770,139336000
2017-10-11,1.4,1.46,1.38,1.43,6123140,143373000
2017-10-12,1.43,1.44,1.28,1.34,5275850,134376000
2017-10-13,1.34,1.51,1.18,1.44,5705760,143548000
2017-10-14,1.47,1.54,1.41,1.54,3355060,153819000
2017-10-15,1.5,1.68,1.41,1.56,5987930,155844000
2017-10-16,1.56,1.6,1.39,1.44,2960330,144070000
2017-10-17,1.44,1.47,1.36,1.39,1744390,138995000
2017-10-18,1.39,1.42,1.21,1.33,2311140,132756000
2017-10-19,1.33,1.35,1.25,1.28,1791220,128461000
2017-10-20,1.28,1.37,1.22,1.24,1703230,122967467
2017-10-21,1.24,1.27,1.17,1.25,1331640,124168507
2017-10-22,1.26,1.3,1.18,1.21,1631220,120180223
2017-10-23,1.23,1.28,1.1,1.18,2355560,117205842
2017-10-24,1.18,1.38,1.14,1.25,4833390,123612048
2017-10-25,1.24,1.27,1.17,1.25,2288360,124042759
2017-10-26,1.26,1.26,1.1,1.21,2400010,119668320
2017-10-27,1.21,1.22,1.11,1.17,2067650,116260259
2017-10-28,1.18,1.2,1.14,1.15,1495260,114120566
2017-10-29,1.18,1.26,1.16,1.24,1969690,122899147
2017-10-30,1.23,1.36,1.2,1.31,2437230,129933102
2017-10-31,1.34,1.41,1.27,1.31,3397150,129994490
2017-11-01,1.34,1.34,1.22,1.26,2118920,124910122
2017-11-02,1.26,1.37,1.2,1.3,3550520,128681565
2017-11-03,1.29,1.48,1.29,1.46,3201070,144483209
2017-11-04,1.46,1.7,1.4,1.64,4685320,162105721
2017-11-05,1.64,1.64,1.46,1.52,2681150,150665643
2017-11-06,1.53,1.67,1.48,1.57,5042750,155431187
2017-11-07,1.57,1.82,1.55,1.81,9469500,178862850
2017-11-08,1.8,2.06,1.78,2.03,18796200,201099414
2017-11-09,2.05,2.17,1.89,1.99,19192200,197114101
2017-11-10,2.01,2.07,1.64,1.8,11155000,177912316
2017-11-11,1.79,1.92,1.61,1.67,8178150,165399917
2017-11-12,1.67,1.67,1.46,1.52,15298700,150470586
2017-11-13,1.53,1.74,1.52,1.69,12238800,166998993
2017-11-14,1.69,1.74,1.57,1.59,7829600,157687716
2017-11-15,1.59,1.62,1.5,1.53,7615500,151535976
2017-11-16,1.56,1.68,1.54,1.58,8928640,156236171
2017-11-17,1.58,1.58,1.5,1.51,8508840,149546785
2017-11-18,1.51,1.68,1.5,1.67,32167300,165782111
2017-11-19,1.67,1.7,1.57,1.61,38081700,159785823
2017-11-20,1.63,1.66,1.56,1.62,12994500,160843292
2017-11-21,1.66,1.66,1.55,1.57,5440790,155853977
2017-11-22,1.59,1.62,1.56,1.61,7177000,159585815
2017-11-23,1.61,1.62,1.54,1.55,8392640,153342982
2017-11-24,1.57,1.82,1.56,1.72,12155400,170077338
2017-11-25,1.72,1.96,1.69,1.87,12839900,185539364
2017-11-26,1.89,1.94,1.83,1.85,9056850,183485814
2017-11-27,1.87,1.95,1.79,1.94,22826600,192382222
2017-11-28,1.96,1.96,1.87,1.92,36377700,189820730
2017-11-29,1.92,2.05,1.68,1.75,43765500,173425991
2017-11-30,1.76,2.05,1.76,2.0,31559500,197727988
2017-12-01,2.0,2.14,1.92,2.07,28867200,204981753
2017-12-02,2.08,2.12,2.0,2.08,24332700,206361018
2017-12-03,2.09,2.38,2.05,2.23,35163500,220528932
2017-12-04,2.26,2.58,2.26,2.49,41226200,246711204
2017-12-05,2.5,2.73,2.5,2.6,49190000,256971034
2017-12-06,2.58,2.78,2.35,2.59,41731500,256217538
2017-12-07,2.55,2.91,2.49,2.78,28297900,275253969
2017-12-08,2.77,2.87,2.26,2.83,38648500,280275959
2017-12-09,2.83,2.87,2.33,2.61,27217000,258469116
2017-12-10,2.66,2.7,2.21,2.48,19258500,245888397
2017-12-11,2.51,2.82,2.5,2.71,19427000,267996243
2017-12-12,2.73,2.78,2.61,2.68,24523200,265827837
2017-12-13,2.69,2.88,2.57,2.78,28429500,275070793
2017-12-14,2.77,3.16,2.77,3.16,40335300,312759482
2017-12-15,3.16,4.41,3.14,4.0,52745900,395674796
2017-12-16,4.17,4.73,3.92,4.66,54002400,461865655
2017-12-17,4.67,6.75,4.67,5.76,98159600,569995874
2017-12-18,5.79,6.22,5.28,5.62,66623700,556047772
2017-12-19,5.65,6.55,5.58,5.79,66695200,573521763
2017-12-20,5.79,5.79,4.93,5.18,47866900,512517257
2017-12-21,5.18,5.7,4.81,5.18,46905500,512893510
2017-12-22,5.21,5.21,3.51,4.34,36672600,429339556
2017-12-23,4.39,5.13,4.31,4.84,32930300,479154490
2017-12-24,4.74,5.29,4.2,5.29,43676900,523356320
2017-12-25,5.31,6.96,5.25,6.56,66374400,649532830
2017-12-26,6.56,10.62,6.5,9.03,167812992,894038992
2017-12-27,9.25,11.3,8.49,10.11,167808000,1000734498
2017-12-28,10.13,10.2,8.15,9.32,109298000,922950090
2017-12-29,9.32,9.53,8.54,8.81,70849400,872075706
2017-12-30,8.71,8.76,7.19,7.84,72933904,776369764
2017-12-31,7.76,8.84,7.71,8.64,74927904,855043318
2018-01-01,8.63,8.7,7.96,8.41,66422800,833164195
2018-01-02,8.46,9.12,8.22,8.84,104789000,875062959
2018-01-03,8.77,9.58,8.53,9.54,108852000,944185622
2018-01-04,9.45,9.54,8.85,9.21,158819008,912314006
2018-01-05,9.15,16.72,9.09,14.92,341504992,1477011641
2018-01-06,14.87,23.51,14.82,22.76,637020992,2253538837
2018-01-07,22.77,22.77,18.24,18.66,258050000,1847284395
2018-01-08,18.65,19.22,15.35,18.26,296617984,1808084753
2018-01-09,18.17,20.32,16.8,17.41,194750000,1724011965
2018-01-10,17.71,17.71,15.17,17.39,146582000,1721932671
2018-01-11,17.57,23.15,15.29,21.04,389228000,2083521898
2018-01-12,21.48,24.91,19.93,22.32,387537984,2209626128
2018-01-13,22.35,23.67,21.37,22.17,181676000,2195576042
2018-01-14,22.25,22.25,19.14,20.78,129239000,2057243582
2018-01-15,20.8,23.6,19.33,19.56,244154000,1937179206
2018-01-16,19.63,19.63,10.44,13.89,399951008,1375492587
2018-01-17,13.62,15.54,9.66,14.2,299411008,1406315645
2018-01-18,14.25,15.96,13.51,14.28,204899008,1413959526
2018-01-19,14.31,15.64,13.99,14.94,139882000,1479328568
2018-01-20,15.03,16.65,15.03,16.19,156744992,1603066364
2018-01-21,16.25,16.25,13.36,14.07,141562000,1392958656
2018-01-22,14.2,14.45,11.91,13.01,138026000,1288627604
2018-01-23,13.0,13.96,11.78,13.09,91706200,1296439809
2018-01-24,13.19,14.19,12.79,13.63,105736000,1349432102
2018-01-25,13.76,14.14,13.06,13.23,105648000,1309796798
2018-01-26,13.21,13.59,12.29,13.22,113429000,1308786855
2018-01-27,13.23,13.44,12.89,13.25,84009400,1312232542
2018-01-28,13.3,13.81,13.2,13.54,93871104,1340669363
2018-01-29,13.55,13.67,12.68,12.76,71294304,1263864203
2018-01-30,12.77,12.77,11.06,11.25,59389600,1113976810
2018-01-31,11.27,11.41,10.57,11.15,50435000,1103511030
2018-02-01,11.18,11.39,8.71,9.52,82984200,942201382
2018-02-02,9.41,10.46,7.22,9.65,91468200,955711842
2018-02-03,9.7,10.27,8.61,9.75,56556200,965354816
2018-02-04,9.75,9.75,8.1,8.46,49990000,837523781
2018-02-05,8.43,8.55,6.13,6.71,55276900,663891840
2018-02-06,6.81,8.56,5.59,8.29,97189904,820712194
2018-02-07,8.32,9.22,7.35,8.1,77970304,801519320
2018-02-08,8.09,8.72,8.09,8.6,82496000,851074837
2018-02-09,8.61,9.89,8.34,9.73,9284,963451766
2018-02-10,9.73,10.36,8.85,9.26,80123200,916470614
